image_id,annotation_id,source_image,class,crop_path,x,y,width,height,original_width,original_height,split
404,524,D:\whitevision\data\raw\test\Heavy_Equipment_4857_jpg.rf.81c5d6c2886fb1d2c7ba7b668980cfb6.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\404_annot524_bulldozer.jpg,84,97,556,432,640,640,train
405,525,D:\whitevision\data\raw\test\Heavy_Equipment_5338_jpg.rf.84704e5e22f83c9288f73dd345119d50.jpg,roller,D:\whitevision\data\crops\roller\405_annot525_roller.jpg,233,103,158,274,640,640,train
406,526,D:\whitevision\data\raw\test\Heavy_Equipment_3250_jpg.rf.8695014e73f3f2ec2b15a1e0e83032b0.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\406_annot526_bulldozer.jpg,3,74,635,528,640,640,validation
407,527,D:\whitevision\data\raw\test\Heavy_Equipment_4855_jpg.rf.85f9cd9b6c75d9c74ef3f8af17f96e24.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\407_annot527_bulldozer.jpg,108,77,423,414,640,640,train
408,528,D:\whitevision\data\raw\test\M_M_sddefault_jpg.rf.8778de325ce8c9cd1eca04af875e25ed.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\408_annot528_mixer_truck.jpg,44,115,596,462,640,640,train
409,529,D:\whitevision\data\raw\test\Heavy_Equipment_592_jpg.rf.88ac85c0c955da12ca98d4e9cf50c88d.jpg,excavator,D:\whitevision\data\crops\excavator\409_annot529_excavator.jpg,0,270,161,83,640,640,test
410,530,D:\whitevision\data\raw\test\Heavy_Equipment_627_jpg.rf.893557bc84ae4b60f8bf7802ee0043c7.jpg,excavator,D:\whitevision\data\crops\excavator\410_annot530_excavator.jpg,90,62,343,379,640,640,train
410,531,D:\whitevision\data\raw\test\Heavy_Equipment_627_jpg.rf.893557bc84ae4b60f8bf7802ee0043c7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\410_annot531_dump_truck.jpg,81,382,215,211,640,640,train
411,532,D:\whitevision\data\raw\test\Heavy_Equipment_3890_jpg.rf.8a8f3f8bf74e8ed3e533de912919c3bf.jpg,grader,D:\whitevision\data\crops\grader\411_annot532_grader.jpg,141,167,470,313,640,640,validation
412,533,D:\whitevision\data\raw\test\Heavy_Equipment_2641_jpg.rf.8b8fff9fa79b485f78fcf2a7ac2e3b26.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\412_annot533_mobile_crane.jpg,44,258,244,278,640,640,train
414,534,D:\whitevision\data\raw\test\Heavy_Equipment_2471_jpg.rf.890a33ac37c699c80b71fdd1127fe950.jpg,excavator,D:\whitevision\data\crops\excavator\414_annot534_excavator.jpg,204,201,205,245,640,640,train
414,535,D:\whitevision\data\raw\test\Heavy_Equipment_2471_jpg.rf.890a33ac37c699c80b71fdd1127fe950.jpg,excavator,D:\whitevision\data\crops\excavator\414_annot535_excavator.jpg,501,140,139,299,640,640,train
414,536,D:\whitevision\data\raw\test\Heavy_Equipment_2471_jpg.rf.890a33ac37c699c80b71fdd1127fe950.jpg,loader,D:\whitevision\data\crops\loader\414_annot536_loader.jpg,0,346,158,115,640,640,train
415,537,D:\whitevision\data\raw\test\Heavy_Equipment_197_jpg.rf.8967f87fa061156bdde9ad1fc28f1af4.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\415_annot537_mobile_crane.jpg,64,0,555,583,640,640,train
416,538,D:\whitevision\data\raw\test\M_B_7352215_jpg.rf.8b9266e4bde9260dd212c244f539b157.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\416_annot538_mixer_truck.jpg,0,58,640,582,640,640,train
417,539,D:\whitevision\data\raw\test\Heavy_Equipment_3003_jpg.rf.867a17192c551ac9756210c090c45e6c.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\417_annot539_bulldozer.jpg,25,0,590,637,640,640,train
418,540,D:\whitevision\data\raw\test\Heavy_Equipment_27_jpg.rf.8aadbba8f117bb9654f90533c8ace39c.jpg,grader,D:\whitevision\data\crops\grader\418_annot540_grader.jpg,0,57,640,500,640,640,train
420,541,D:\whitevision\data\raw\test\Heavy_Equipment_4211_jpg.rf.8abd61dde2e2a0d1f221e56f66e0e4c9.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\420_annot541_bulldozer.jpg,80,38,508,600,640,640,train
421,542,D:\whitevision\data\raw\test\Heavy_Equipment_3784_jpg.rf.8866b7e3afcb634d5386eafcf37fe91d.jpg,grader,D:\whitevision\data\crops\grader\421_annot542_grader.jpg,0,0,640,502,640,640,validation
422,543,D:\whitevision\data\raw\test\Heavy_Equipment_5959_jpg.rf.8a9d929b2770fcd92a121ccd82f974f8.jpg,roller,D:\whitevision\data\crops\roller\422_annot543_roller.jpg,0,0,588,402,640,640,train
423,544,D:\whitevision\data\raw\test\Heavy_Equipment_2227_jpg.rf.8cdaa602ded3955a2d44ba1bad0359f1.jpg,loader,D:\whitevision\data\crops\loader\423_annot544_loader.jpg,0,0,505,640,640,640,train
423,545,D:\whitevision\data\raw\test\Heavy_Equipment_2227_jpg.rf.8cdaa602ded3955a2d44ba1bad0359f1.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\423_annot545_dump_truck.jpg,0,102,271,230,640,640,train
424,546,D:\whitevision\data\raw\test\M_M_ENTMIXER-IMER-9-M3-58-000-KM-1653477638849729416_big-22052514165518853000_jpg.rf.8b8df10108d451ca3d33661b0fde3b6e.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\424_annot546_mixer_truck.jpg,80,223,560,417,640,640,train
425,547,D:\whitevision\data\raw\test\Heavy_Equipment_2245_jpg.rf.8a7515b3404af9e2b92dc7b3b2212e01.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\425_annot547_mobile_crane.jpg,429,0,211,561,640,640,train
425,548,D:\whitevision\data\raw\test\Heavy_Equipment_2245_jpg.rf.8a7515b3404af9e2b92dc7b3b2212e01.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\425_annot548_mobile_crane.jpg,162,145,212,346,640,640,train
426,549,D:\whitevision\data\raw\test\Heavy_Equipment_176_jpg.rf.8e35b95ea2af0cc9e192465cf41f8a3e.jpg,excavator,D:\whitevision\data\crops\excavator\426_annot549_excavator.jpg,166,242,148,145,640,640,validation
427,550,D:\whitevision\data\raw\test\Heavy_Equipment_6074_jpg.rf.8d07f4d5581bf193886a69703d4fe8bb.jpg,roller,D:\whitevision\data\crops\roller\427_annot550_roller.jpg,254,152,124,280,640,640,train
428,551,D:\whitevision\data\raw\test\Heavy_Equipment_3071_jpg.rf.8be4d88b5d1e570e955c5def4466628d.jpg,grader,D:\whitevision\data\crops\grader\428_annot551_grader.jpg,32,82,607,519,640,640,train
429,552,D:\whitevision\data\raw\test\Heavy_Equipment_5868_jpg.rf.8ee602078da747df80c854d13294b2fc.jpg,roller,D:\whitevision\data\crops\roller\429_annot552_roller.jpg,124,53,356,330,640,640,train
430,553,D:\whitevision\data\raw\test\Heavy_Equipment_1490_jpg.rf.8dda483015e8f9399cb667e479066309.jpg,excavator,D:\whitevision\data\crops\excavator\430_annot553_excavator.jpg,110,0,313,510,640,640,train
430,554,D:\whitevision\data\raw\test\Heavy_Equipment_1490_jpg.rf.8dda483015e8f9399cb667e479066309.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\430_annot554_dump_truck.jpg,464,183,176,283,640,640,train
430,555,D:\whitevision\data\raw\test\Heavy_Equipment_1490_jpg.rf.8dda483015e8f9399cb667e479066309.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\430_annot555_dump_truck.jpg,273,150,170,137,640,640,train
431,556,D:\whitevision\data\raw\test\Heavy_Equipment_2168_jpg.rf.8bbd4b4abcaec207a96fad0afc2c10bf.jpg,excavator,D:\whitevision\data\crops\excavator\431_annot556_excavator.jpg,0,0,640,622,640,640,train
432,557,D:\whitevision\data\raw\test\M_D_image16_jpeg.rf.8ef7dea351a28a48af9e32108ea03cc1.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\432_annot557_mixer_truck.jpg,154,89,446,522,640,640,train
433,558,D:\whitevision\data\raw\test\Heavy_Equipment_4049_jpg.rf.8f700c8b58a7b227941f0ae8f96272c4.jpg,grader,D:\whitevision\data\crops\grader\433_annot558_grader.jpg,64,169,520,434,640,640,train
434,559,D:\whitevision\data\raw\test\Heavy_Equipment_39_jpg.rf.8e9fb5c0243000ece1be6568e942223b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\434_annot559_mobile_crane.jpg,150,173,348,457,640,640,validation
434,560,D:\whitevision\data\raw\test\Heavy_Equipment_39_jpg.rf.8e9fb5c0243000ece1be6568e942223b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\434_annot560_mobile_crane.jpg,280,1,249,489,640,640,validation
435,561,D:\whitevision\data\raw\test\Heavy_Equipment_6096_jpg.rf.904d4f1b6845ae3876eaa24e7abbef9a.jpg,roller,D:\whitevision\data\crops\roller\435_annot561_roller.jpg,233,85,235,389,640,640,validation
436,562,D:\whitevision\data\raw\test\Heavy_Equipment_2042_jpg.rf.90748cdfee5e1cff3cb925af18c94d73.jpg,loader,D:\whitevision\data\crops\loader\436_annot562_loader.jpg,0,380,58,61,640,640,train
436,563,D:\whitevision\data\raw\test\Heavy_Equipment_2042_jpg.rf.90748cdfee5e1cff3cb925af18c94d73.jpg,loader,D:\whitevision\data\crops\loader\436_annot563_loader.jpg,20,337,273,303,640,640,train
436,564,D:\whitevision\data\raw\test\Heavy_Equipment_2042_jpg.rf.90748cdfee5e1cff3cb925af18c94d73.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\436_annot564_dump_truck.jpg,267,371,141,258,640,640,train
437,565,D:\whitevision\data\raw\test\M_H_Hyundai-Nanjun-6m3-concrete-mixer-truck_jpg.rf.8e0feed227d72c214233fd41fe11de71.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\437_annot565_mixer_truck.jpg,0,78,621,431,640,640,train
438,566,D:\whitevision\data\raw\test\Heavy_Equipment_1136_jpg.rf.919caf7a94472d2e7d9b07cc0eef676d.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\438_annot566_mobile_crane.jpg,0,0,510,640,640,640,validation
439,567,D:\whitevision\data\raw\test\Heavy_Equipment_6016_jpg.rf.928dc8eff417a182a1bb4334e9d62ba8.jpg,roller,D:\whitevision\data\crops\roller\439_annot567_roller.jpg,190,150,241,256,640,640,test
440,568,D:\whitevision\data\raw\test\Heavy_Equipment_2890_jpg.rf.90f214a120c67de61d15bc38f363f6f8.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\440_annot568_dump_truck.jpg,25,288,347,204,640,640,train
440,569,D:\whitevision\data\raw\test\Heavy_Equipment_2890_jpg.rf.90f214a120c67de61d15bc38f363f6f8.jpg,excavator,D:\whitevision\data\crops\excavator\440_annot569_excavator.jpg,374,100,222,421,640,640,train
441,570,D:\whitevision\data\raw\test\Heavy_Equipment_681_jpg.rf.90f22ad8567f0f1aa8fbee10871c31c6.jpg,excavator,D:\whitevision\data\crops\excavator\441_annot570_excavator.jpg,48,0,533,566,640,640,train
441,571,D:\whitevision\data\raw\test\Heavy_Equipment_681_jpg.rf.90f22ad8567f0f1aa8fbee10871c31c6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\441_annot571_dump_truck.jpg,571,188,20,36,640,640,train
441,572,D:\whitevision\data\raw\test\Heavy_Equipment_681_jpg.rf.90f22ad8567f0f1aa8fbee10871c31c6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\441_annot572_dump_truck.jpg,557,184,17,35,640,640,train
442,573,D:\whitevision\data\raw\test\Heavy_Equipment_606_jpg.rf.9542258babdbee4ce81d712c09bbe0e0.jpg,excavator,D:\whitevision\data\crops\excavator\442_annot573_excavator.jpg,169,120,424,358,640,640,train
442,574,D:\whitevision\data\raw\test\Heavy_Equipment_606_jpg.rf.9542258babdbee4ce81d712c09bbe0e0.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\442_annot574_dump_truck.jpg,47,141,163,167,640,640,train
443,575,D:\whitevision\data\raw\test\Heavy_Equipment_4065_jpg.rf.91781af00675c66e0691e8aff0738fca.jpg,grader,D:\whitevision\data\crops\grader\443_annot575_grader.jpg,4,32,636,569,640,640,train
444,576,D:\whitevision\data\raw\test\Heavy_Equipment_2448_jpg.rf.92b260e2a5e87538ed1d6cbcc9d54981.jpg,loader,D:\whitevision\data\crops\loader\444_annot576_loader.jpg,104,329,35,32,640,640,train
444,577,D:\whitevision\data\raw\test\Heavy_Equipment_2448_jpg.rf.92b260e2a5e87538ed1d6cbcc9d54981.jpg,excavator,D:\whitevision\data\crops\excavator\444_annot577_excavator.jpg,185,0,112,422,640,640,train
444,578,D:\whitevision\data\raw\test\Heavy_Equipment_2448_jpg.rf.92b260e2a5e87538ed1d6cbcc9d54981.jpg,loader,D:\whitevision\data\crops\loader\444_annot578_loader.jpg,329,308,311,332,640,640,train
446,579,D:\whitevision\data\raw\test\Heavy_Equipment_2925_jpg.rf.9293c3d3006cd87bdf9975a0322b6256.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\446_annot579_dump_truck.jpg,302,150,338,490,640,640,train
446,580,D:\whitevision\data\raw\test\Heavy_Equipment_2925_jpg.rf.9293c3d3006cd87bdf9975a0322b6256.jpg,excavator,D:\whitevision\data\crops\excavator\446_annot580_excavator.jpg,111,0,327,428,640,640,train
446,581,D:\whitevision\data\raw\test\Heavy_Equipment_2925_jpg.rf.9293c3d3006cd87bdf9975a0322b6256.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\446_annot581_dump_truck.jpg,405,114,104,148,640,640,train
446,582,D:\whitevision\data\raw\test\Heavy_Equipment_2925_jpg.rf.9293c3d3006cd87bdf9975a0322b6256.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\446_annot582_dump_truck.jpg,589,59,51,104,640,640,train
447,583,D:\whitevision\data\raw\test\Heavy_Equipment_6189_jpg.rf.92446109c77252deed56dbb68290c988.jpg,roller,D:\whitevision\data\crops\roller\447_annot583_roller.jpg,190,99,273,267,640,640,train
448,584,D:\whitevision\data\raw\test\Heavy_Equipment_5309_jpg.rf.97fd3b5f92a4fd41c488e0a307abb60d.jpg,roller,D:\whitevision\data\crops\roller\448_annot584_roller.jpg,210,120,238,270,640,640,train
449,585,D:\whitevision\data\raw\test\M_H_images11_jpg.rf.9742ac676827b5f378595e8b8327e4d9.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\449_annot585_mixer_truck.jpg,77,0,460,640,640,640,train
450,586,D:\whitevision\data\raw\test\Heavy_Equipment_393_jpg.rf.95195e13257eb226720f74c547aca026.jpg,loader,D:\whitevision\data\crops\loader\450_annot586_loader.jpg,131,20,310,506,640,640,train
450,587,D:\whitevision\data\raw\test\Heavy_Equipment_393_jpg.rf.95195e13257eb226720f74c547aca026.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\450_annot587_dump_truck.jpg,360,139,105,228,640,640,train
451,588,D:\whitevision\data\raw\test\Heavy_Equipment_5741_jpg.rf.9646b44ef8a95eb6618724d17d04d792.jpg,roller,D:\whitevision\data\crops\roller\451_annot588_roller.jpg,140,131,327,292,640,640,train
452,589,D:\whitevision\data\raw\test\Heavy_Equipment_2753_jpg.rf.919e45e3d7403571963c4abdb6faf69d.jpg,loader,D:\whitevision\data\crops\loader\452_annot589_loader.jpg,128,318,268,321,640,640,train
452,590,D:\whitevision\data\raw\test\Heavy_Equipment_2753_jpg.rf.919e45e3d7403571963c4abdb6faf69d.jpg,excavator,D:\whitevision\data\crops\excavator\452_annot590_excavator.jpg,280,36,360,536,640,640,train
453,591,D:\whitevision\data\raw\test\Heavy_Equipment_1892_jpg.rf.984018129be15d6cb435385a72e9cb8c.jpg,roller,D:\whitevision\data\crops\roller\453_annot591_roller.jpg,238,157,123,270,640,640,train
453,592,D:\whitevision\data\raw\test\Heavy_Equipment_1892_jpg.rf.984018129be15d6cb435385a72e9cb8c.jpg,excavator,D:\whitevision\data\crops\excavator\453_annot592_excavator.jpg,92,199,56,126,640,640,train
453,593,D:\whitevision\data\raw\test\Heavy_Equipment_1892_jpg.rf.984018129be15d6cb435385a72e9cb8c.jpg,excavator,D:\whitevision\data\crops\excavator\453_annot593_excavator.jpg,204,202,59,124,640,640,train
453,594,D:\whitevision\data\raw\test\Heavy_Equipment_1892_jpg.rf.984018129be15d6cb435385a72e9cb8c.jpg,loader,D:\whitevision\data\crops\loader\453_annot594_loader.jpg,420,214,76,100,640,640,train
454,595,D:\whitevision\data\raw\test\M_M_020322091_1648487750543_f9aabc_jpg.rf.996b7eb34296c0d645af95cad3eca95f.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\454_annot595_mixer_truck.jpg,0,129,628,442,640,640,test
455,596,D:\whitevision\data\raw\test\Heavy_Equipment_4495_jpg.rf.9951161fc22ae24be32649b96bed9d83.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\455_annot596_bulldozer.jpg,0,61,640,420,640,640,validation
456,597,D:\whitevision\data\raw\test\Heavy_Equipment_600_jpg.rf.990fcfa58034b71fe33ac88b381c6055.jpg,excavator,D:\whitevision\data\crops\excavator\456_annot597_excavator.jpg,66,90,431,338,640,640,train
456,598,D:\whitevision\data\raw\test\Heavy_Equipment_600_jpg.rf.990fcfa58034b71fe33ac88b381c6055.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\456_annot598_dump_truck.jpg,433,328,207,266,640,640,train
457,599,D:\whitevision\data\raw\test\M_M_images14_jpg.rf.9a92153669605abbca3a4305f3b119ed.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\457_annot599_mixer_truck.jpg,0,126,630,444,640,640,train
458,600,D:\whitevision\data\raw\test\Heavy_Equipment_5822_jpg.rf.9a4da754ce30e63620254fa920e7caeb.jpg,roller,D:\whitevision\data\crops\roller\458_annot600_roller.jpg,210,25,229,498,640,640,test
459,601,D:\whitevision\data\raw\test\Heavy_Equipment_285_jpg.rf.9b2d7dcfda59c65f213cc1421c8a036e.jpg,excavator,D:\whitevision\data\crops\excavator\459_annot601_excavator.jpg,0,0,318,499,640,640,train
459,602,D:\whitevision\data\raw\test\Heavy_Equipment_285_jpg.rf.9b2d7dcfda59c65f213cc1421c8a036e.jpg,excavator,D:\whitevision\data\crops\excavator\459_annot602_excavator.jpg,298,49,233,277,640,640,train
459,603,D:\whitevision\data\raw\test\Heavy_Equipment_285_jpg.rf.9b2d7dcfda59c65f213cc1421c8a036e.jpg,excavator,D:\whitevision\data\crops\excavator\459_annot603_excavator.jpg,498,77,142,234,640,640,train
460,604,D:\whitevision\data\raw\test\Heavy_Equipment_4057_jpg.rf.9bdd41f0956a3c9fd5676d6fe200c1df.jpg,grader,D:\whitevision\data\crops\grader\460_annot604_grader.jpg,86,231,459,274,640,640,train
461,605,D:\whitevision\data\raw\test\Heavy_Equipment_4724_jpg.rf.9ab85c988cd22f5be63a786fa2813619.jpg,grader,D:\whitevision\data\crops\grader\461_annot605_grader.jpg,16,61,624,579,640,640,train
462,606,D:\whitevision\data\raw\test\Heavy_Equipment_475_jpg.rf.9c5b108b65ea5dd83af8646d7433e26d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\462_annot606_dump_truck.jpg,40,139,405,262,640,640,train
462,607,D:\whitevision\data\raw\test\Heavy_Equipment_475_jpg.rf.9c5b108b65ea5dd83af8646d7433e26d.jpg,loader,D:\whitevision\data\crops\loader\462_annot607_loader.jpg,367,52,258,395,640,640,train
463,608,D:\whitevision\data\raw\test\Heavy_Equipment_1563_jpg.rf.9f34c667d6de95d8d22cdd9af50b62e7.jpg,loader,D:\whitevision\data\crops\loader\463_annot608_loader.jpg,255,140,327,371,640,640,validation
463,609,D:\whitevision\data\raw\test\Heavy_Equipment_1563_jpg.rf.9f34c667d6de95d8d22cdd9af50b62e7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\463_annot609_dump_truck.jpg,0,48,251,587,640,640,validation
464,610,D:\whitevision\data\raw\test\Heavy_Equipment_1539_jpg.rf.9eaec5e99a4e252446f4fa26afe7d765.jpg,loader,D:\whitevision\data\crops\loader\464_annot610_loader.jpg,7,219,307,328,640,640,train
464,611,D:\whitevision\data\raw\test\Heavy_Equipment_1539_jpg.rf.9eaec5e99a4e252446f4fa26afe7d765.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\464_annot611_dump_truck.jpg,325,223,284,241,640,640,train
465,612,D:\whitevision\data\raw\test\Heavy_Equipment_2056_jpg.rf.9ceea017f8a5d17c32e75cd925cc164a.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\465_annot612_mobile_crane.jpg,71,0,520,580,640,640,validation
466,613,D:\whitevision\data\raw\test\Heavy_Equipment_3452_jpg.rf.9c26119df803bf86b43b2bc04f99dfc2.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\466_annot613_bulldozer.jpg,0,0,640,640,640,640,train
467,614,D:\whitevision\data\raw\test\M_S_maxresdefault3_jpg.rf.9f97b658a1da59e40547e03e35980ba1.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\467_annot614_mixer_truck.jpg,47,2,558,638,640,640,train
468,615,D:\whitevision\data\raw\test\Heavy_Equipment_3985_jpg.rf.a1633d13c7eef9d4a4b2684e4dde6acb.jpg,grader,D:\whitevision\data\crops\grader\468_annot615_grader.jpg,0,55,640,533,640,640,train
469,616,D:\whitevision\data\raw\test\Heavy_Equipment_3736_jpg.rf.9ad18bb0484b978af3ea24ade4c3c036.jpg,grader,D:\whitevision\data\crops\grader\469_annot616_grader.jpg,0,0,640,640,640,640,train
470,617,D:\whitevision\data\raw\test\Heavy_Equipment_1198_jpg.rf.9f7532f281f4c74a89300f5f8daf5e0b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\470_annot617_dump_truck.jpg,94,46,218,271,640,640,train
470,618,D:\whitevision\data\raw\test\Heavy_Equipment_1198_jpg.rf.9f7532f281f4c74a89300f5f8daf5e0b.jpg,loader,D:\whitevision\data\crops\loader\470_annot618_loader.jpg,161,98,337,365,640,640,train
471,619,D:\whitevision\data\raw\test\Heavy_Equipment_581_jpg.rf.a08cd809eaa547f23c7901bb3a5dd632.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\471_annot619_mobile_crane.jpg,23,80,617,449,640,640,train
472,620,D:\whitevision\data\raw\test\Heavy_Equipment_2682_jpg.rf.a2711e329157c46b39cc8f9cb943a554.jpg,loader,D:\whitevision\data\crops\loader\472_annot620_loader.jpg,114,143,230,208,640,640,train
472,621,D:\whitevision\data\raw\test\Heavy_Equipment_2682_jpg.rf.a2711e329157c46b39cc8f9cb943a554.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\472_annot621_dump_truck.jpg,292,130,308,203,640,640,train
473,622,D:\whitevision\data\raw\test\Heavy_Equipment_472_jpg.rf.9f1601f3d6631cd05cc8a3eda120c7f6.jpg,grader,D:\whitevision\data\crops\grader\473_annot622_grader.jpg,9,103,620,417,640,640,train
474,623,D:\whitevision\data\raw\test\Heavy_Equipment_4853_jpg.rf.a1e7f5e5c77f114af554bbbc7703a844.jpg,grader,D:\whitevision\data\crops\grader\474_annot623_grader.jpg,9,70,631,535,640,640,train
475,624,D:\whitevision\data\raw\test\Heavy_Equipment_3888_jpg.rf.9cadff49db317bde9595303519951547.jpg,grader,D:\whitevision\data\crops\grader\475_annot624_grader.jpg,0,0,535,564,640,640,train
476,625,D:\whitevision\data\raw\test\M_H_images107_jpg.rf.9afa682ce3dc63b9bad1a80cdf34f6a7.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\476_annot625_mixer_truck.jpg,48,11,529,582,640,640,test
477,626,D:\whitevision\data\raw\test\Heavy_Equipment_4219_jpg.rf.9bb7b0442a416788220af78221bfc4b9.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\477_annot626_bulldozer.jpg,93,107,437,436,640,640,validation
478,627,D:\whitevision\data\raw\test\Heavy_Equipment_4110_jpg.rf.a37a8664cb0046c00fe9812f14e3d8ac.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\478_annot627_bulldozer.jpg,14,0,617,640,640,640,validation
479,628,D:\whitevision\data\raw\test\Heavy_Equipment_3081_jpg.rf.a2efe80708d03624850b025b4d0cd004.jpg,grader,D:\whitevision\data\crops\grader\479_annot628_grader.jpg,34,0,587,640,640,640,test
480,629,D:\whitevision\data\raw\test\Heavy_Equipment_3244_jpg.rf.a43e66cc4fc433f3e2bb663b9bb51259.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\480_annot629_bulldozer.jpg,33,15,581,615,640,640,test
481,630,D:\whitevision\data\raw\test\Heavy_Equipment_3724_jpg.rf.a463b4f71f1f75eff582c3a72f7c4f82.jpg,grader,D:\whitevision\data\crops\grader\481_annot630_grader.jpg,9,14,587,612,640,640,train
482,631,D:\whitevision\data\raw\test\Heavy_Equipment_136_jpg.rf.a3e02cc4d8330761b95a53b418c6aef4.jpg,excavator,D:\whitevision\data\crops\excavator\482_annot631_excavator.jpg,267,174,156,336,640,640,test
482,632,D:\whitevision\data\raw\test\Heavy_Equipment_136_jpg.rf.a3e02cc4d8330761b95a53b418c6aef4.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\482_annot632_dump_truck.jpg,401,404,239,236,640,640,test
482,633,D:\whitevision\data\raw\test\Heavy_Equipment_136_jpg.rf.a3e02cc4d8330761b95a53b418c6aef4.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\482_annot633_dump_truck.jpg,389,260,91,72,640,640,test
483,634,D:\whitevision\data\raw\test\Heavy_Equipment_2857_jpg.rf.a19fd0846dd294e051b4b07db0a694c0.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\483_annot634_dump_truck.jpg,29,316,61,64,640,640,validation
483,635,D:\whitevision\data\raw\test\Heavy_Equipment_2857_jpg.rf.a19fd0846dd294e051b4b07db0a694c0.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\483_annot635_dump_truck.jpg,135,284,93,115,640,640,validation
483,636,D:\whitevision\data\raw\test\Heavy_Equipment_2857_jpg.rf.a19fd0846dd294e051b4b07db0a694c0.jpg,excavator,D:\whitevision\data\crops\excavator\483_annot636_excavator.jpg,77,0,390,425,640,640,validation
484,637,D:\whitevision\data\raw\test\Heavy_Equipment_1031_jpg.rf.9f760f32b7ac24bdcae6c4de63bdebe9.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\484_annot637_mobile_crane.jpg,130,0,415,640,640,640,validation
485,638,D:\whitevision\data\raw\test\Heavy_Equipment_4776_jpg.rf.a749234bfc0c423f0974e84ef68b9d8c.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\485_annot638_bulldozer.jpg,2,0,638,640,640,640,validation
486,639,D:\whitevision\data\raw\test\Heavy_Equipment_1300_jpg.rf.a4dc41e1554e60eca54ccfc61d8405d6.jpg,excavator,D:\whitevision\data\crops\excavator\486_annot639_excavator.jpg,4,296,225,303,640,640,train
486,640,D:\whitevision\data\raw\test\Heavy_Equipment_1300_jpg.rf.a4dc41e1554e60eca54ccfc61d8405d6.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\486_annot640_mobile_crane.jpg,334,0,258,602,640,640,train
487,641,D:\whitevision\data\raw\test\Heavy_Equipment_4416_jpg.rf.a6ce7703abf7b42811246fb4b7d25dd7.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\487_annot641_bulldozer.jpg,4,35,514,494,640,640,test
488,642,D:\whitevision\data\raw\test\Heavy_Equipment_3917_jpg.rf.a7bacb9dd4c9fa6fb677fd4fc6571879.jpg,grader,D:\whitevision\data\crops\grader\488_annot642_grader.jpg,0,40,640,535,640,640,train
